node1	node2	consensus_interactionType	consensus_score	STRING_neighborhood	STRING_fusion	STRING_cooccurence	STRING_homology	STRING_coexpression	STRING_experiments	STRING_database	STRING_textmining	STRING_combined_score	GIANT_score	DataBaseCount	edgeType	x	y	xend	yend
ABCF1	GNL1	0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	323.0	738.0	0.0	1	S	0.23709303454781105	3.023240589288931	-0.18737236050530304	2.9706308998444193
ADAP2	ATAD5	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	564.0	759.0	0.0	1	S	-1.7914529180859309	3.744103361796031	-1.4947536376386683	3.522288010559268
ADAP2	CRLF3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	609.0	854.0	0.0	1	S	-1.7914529180859309	3.744103361796031	-1.712039690731212	3.8985787122278737
ADAP2	TEFM	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	596.0	761.0	0.0	1	S	-1.7914529180859309	3.744103361796031	-1.4979465176556936	3.922275392808624
AGO2	LRRK2	0	0.0	0.0	0.0	0.0	0.0	0.0	486.0	0.0	675.0	873.0	0.0	1	S	-2.598164589413965	1.2676133392338138	-2.763416599785613	1.50206318812495
AGO2	QKI	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	694.0	767.0	0.0	1	S	-2.598164589413965	1.2676133392338138	-2.3368099772596134	1.1580351171250283
AGO2	TNRC6C	0	0.0	0.0	0.0	0.0	0.0	0.0	879.0	500.0	517.0	995.0	0.930318295955658	2	M	-2.598164589413965	1.2676133392338138	-1.8227268865797819	1.385474637995147
AHCTF1	NIPBL	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6275340914726257	1	G	-1.534775283506431	2.1098319946302766	-1.6486032913840734	2.3299348723212066
ASAP1	EXOC6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	600.0	324.0	727.0	0.0	1	S	-1.0742354740494602	0.47518566206292956	-1.4383049673899941	0.8127318593342103
ASIC2	CATSPER2	biochemical reaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-2.7269006464696153	0.32340963109344245	-2.9961658208785895	-0.027499037961639772
ASIC2	DLGAP2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8354228734970093	1	G	-2.7269006464696153	0.32340963109344245	-2.405185350939723	0.27850236888662283
ASIC2	RBFOX1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9353418350219728	1	G	-2.7269006464696153	0.32340963109344245	-2.461781962604284	0.7280762403364072
ASIC2	RGS7	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7860154509544373	1	G	-2.7269006464696153	0.32340963109344245	-3.0606625777195067	0.3415774488719068
ASIC2	RIMS2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6245046854019165	1	G	-2.7269006464696153	0.32340963109344245	-2.633789294868511	0.4746443988916822
ASIC2	SNTG1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.642863392829895	1	G	-2.7269006464696153	0.32340963109344245	-2.3441746115789606	0.4185755629129666
ASIC2	SSTR2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6000529527664185	1	G	-2.7269006464696153	0.32340963109344245	-2.7245386347058527	0.5477478202113215
ATAD5	BRIP1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8233964443206787	1	G	-1.4947536376386683	3.522288010559268	-1.3342534901425527	3.103972093408117
ATAD5	CRLF3	0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	566.0	758.0	0.0	1	S	-1.4947536376386683	3.522288010559268	-1.712039690731212	3.8985787122278737
ATAD5	NCAPG	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6429039239883423	1	G	-1.4947536376386683	3.522288010559268	-1.1620686511391662	3.3754573298711987
ATAD5	TEFM	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	517.0	710.0	0.0	1	S	-1.4947536376386683	3.522288010559268	-1.4979465176556936	3.922275392808624
ATP6V1B1	DMXL1	0	0.0	0.0	0.0	0.0	0.0	0.0	841.0	0.0	0.0	931.0	0.0	1	S	-2.4423300306277613	2.6141198516323425	-2.0681746925451225	2.179739775392481
ATP6V1B1	FLOT2	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-2.4423300306277613	2.6141198516323425	-2.825349106259276	2.9980360645656017
ATXN10	IQCB1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	906.0	910.0	0.0	1	S	-3.939500476724313	3.0244643106117173	-3.751935879063666	2.666000597811464
BICD2	CAPZB	0	0.0	0.0	0.0	0.0	0.0	0.0	128.0	600.0	211.0	701.0	0.0	1	S	-3.1186216579150585	2.5641551741996684	-2.755548796623578	2.2615801158238975
BRIP1	CDCA8	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9718555212020874	1	G	-1.3342534901425527	3.103972093408117	-1.0441572350128943	3.239143944351781
BRIP1	MCM8	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7464699745178223	1	G	-1.3342534901425527	3.103972093408117	-1.4751132798046864	2.8958125749816115
BRIP1	NCAPG	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9886159300804138	1	G	-1.3342534901425527	3.103972093408117	-1.1620686511391662	3.3754573298711987
BRIP1	PAICS	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8708835244178772	1	G	-1.3342534901425527	3.103972093408117	-1.0296507815713996	2.991700267103974
BRIP1	RAD51C	0	0.0	0.0	0.0	0.0	0.0	123.0	0.0	600.0	666.0	898.0	0.0	1	S	-1.3342534901425527	3.103972093408117	-1.4330107479360668	3.046415082129305
BRIP1	RAD54L	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7189107537269592	1	G	-1.3342534901425527	3.103972093408117	-1.2234014324466171	2.8376652160695515
BRIP1	SKA2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8925195932388306	1	G	-1.3342534901425527	3.103972093408117	-1.545677001657109	3.1557182372124934
BRIP1	SMC4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99644535779953	1	G	-1.3342534901425527	3.103972093408117	-1.3830635545230656	2.709362975899427
BRIP1	USP37	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-1.3342534901425527	3.103972093408117	-1.3509862318652759	2.5274576858506483
CA10	DLGAP2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6100578308105469	1	G	-2.551069135311054	-0.04656508754180777	-2.405185350939723	0.27850236888662283
CA10	RBFOX1	0	0.0	0.0	0.0	0.0	0.0	522.0	0.0	0.0	283.0	704.0	0.6249623894691467	2	M	-2.551069135311054	-0.04656508754180777	-2.461781962604284	0.7280762403364072
CACNA2D4	CACNB2	biochemical reaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	720.0	561.0	946.0	0.0	2	M	-2.7671251441007128	-0.4577531291331245	-2.9605452288546585	-0.418811852659402
CACNA2D4	CATSPER2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	720.0	0.0	792.0	0.0	1	S	-2.7671251441007128	-0.4577531291331245	-2.9961658208785895	-0.027499037961639772
CACNB2	CATSPER2	0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	720.0	145.0	827.0	0.0	1	S	-2.9605452288546585	-0.418811852659402	-2.9961658208785895	-0.027499037961639772
CAP2	LRRK2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	758.0	0.0	1	S	-2.9728958965924446	1.3046396623435528	-2.763416599785613	1.50206318812495
CAPZB	IQGAP1	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-2.755548796623578	2.2615801158238975	-2.5033744332902117	1.8726900723259792
CAPZB	MYO18A	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-2.755548796623578	2.2615801158238975	-2.856642016478869	2.110283935666994
CASQ1	SNTG1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6750521063804626	1	G	-1.8831082052088615	0.08842024918397073	-2.3441746115789606	0.4185755629129666
CATSPER2	CKMT1B	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	880.0	880.0	0.0	1	S	-2.9961658208785895	-0.027499037961639772	-3.332070524820838	-0.12310853859990312
CATSPER2	PPIP5K1	0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	818.0	826.0	0.0	1	S	-2.9961658208785895	-0.027499037961639772	-3.465480474001068	-0.008966678217542157
CATSPER2	STRC	0	0.0	0.0	599.0	0.0	0.0	77.0	0.0	0.0	920.0	967.0	0.0	1	S	-2.9961658208785895	-0.027499037961639772	-3.2813167249110595	-0.3160273242760958
CBX4	CDC27	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	900.0	0.0	901.0	0.0	1	S	-0.8022760785361034	1.8868824440169614	-1.0123442074723141	2.200747432759831
CBX4	KDM4C	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-0.8022760785361034	1.8868824440169614	-1.2221269159938881	1.7418320810226469
CDC27	MCPH1	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	653.0	0.0	850.0	950.0	0.0	2	M	-1.0123442074723141	2.200747432759831	-1.1760115556922126	2.46259897751105
CDC27	USP37	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-1.0123442074723141	2.200747432759831	-1.3509862318652759	2.5274576858506483
CDCA8	DBF4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9957739114761353	1	G	-1.0441572350128943	3.239143944351781	-0.9767021364996116	2.884818827530755
CDCA8	GMPS	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8830952048301697	1	G	-1.0441572350128943	3.239143944351781	-1.203595531760191	3.052048499056215
CDCA8	KIF20B	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8827165961265564	1	G	-1.0441572350128943	3.239143944351781	-0.7293975800483754	3.112819752325577
CDCA8	NCAPG	0	0.0	0.0	0.0	0.0	0.0	813.0	0.0	0.0	501.0	964.0	0.9997522234916688	2	M	-1.0441572350128943	3.239143944351781	-1.1620686511391662	3.3754573298711987
CDCA8	PAICS	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9659550786018372	1	G	-1.0441572350128943	3.239143944351781	-1.0296507815713996	2.991700267103974
CDCA8	RAD54L	0	0.0	0.0	0.0	0.0	0.0	786.0	0.0	0.0	325.0	865.0	0.9992974400520324	2	M	-1.0441572350128943	3.239143944351781	-1.2234014324466171	2.8376652160695515
CDCA8	SKA2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.718120813369751	1	G	-1.0441572350128943	3.239143944351781	-1.545677001657109	3.1557182372124934
CDCA8	SMC4	0	0.0	0.0	0.0	0.0	0.0	530.0	0.0	0.0	293.0	707.0	0.9993154406547546	2	M	-1.0441572350128943	3.239143944351781	-1.3830635545230656	2.709362975899427
CEP290	IQCB1	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	871.0	0.0	987.0	998.0	0.0	2	M	-4.474638404820622	3.1661381697967323	-3.751935879063666	2.666000597811464
CHD1L	SUPT16H	0	0.0	0.0	0.0	0.0	0.0	60.0	682.0	0.0	234.0	872.0	0.0	1	S	-0.5394975256654013	2.353327953134892	-0.9605257402743057	2.6103573753674723
CKMT1B	PPIP5K1	0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	767.0	777.0	0.0	1	S	-3.332070524820838	-0.12310853859990312	-3.465480474001068	-0.008966678217542157
CKMT1B	STRC	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	880.0	880.0	0.0	1	S	-3.332070524820838	-0.12310853859990312	-3.2813167249110595	-0.3160273242760958
CLTC	IQGAP1	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-2.8418728133029645	1.808184955024963	-2.5033744332902117	1.8726900723259792
CLTC	LRRK2	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-2.8418728133029645	1.808184955024963	-2.763416599785613	1.50206318812495
CLTC	MYO18A	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-2.8418728133029645	1.808184955024963	-2.856642016478869	2.110283935666994
CLTC	NUMB	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-2.8418728133029645	1.808184955024963	-3.235564684182238	2.04262606672215
CLTC	PICALM	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	684.0	600.0	564.0	968.0	0.8503954410552979	3	M	-2.8418728133029645	1.808184955024963	-2.249999263264999	1.6223047293371144
CLTC	PTRH2	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-2.8418728133029645	1.808184955024963	-3.276498543139287	1.8850878479995183
CPLX2	DLGAP2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.721016526222229	1	G	-2.2404693060131295	0.5446948685939479	-2.405185350939723	0.27850236888662283
CPLX2	RBFOX1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8630514144897461	1	G	-2.2404693060131295	0.5446948685939479	-2.461781962604284	0.7280762403364072
CPLX2	STXBP5L	0	0.0	0.0	0.0	0.0	0.0	332.0	0.0	540.0	58.0	711.0	0.0	1	S	-2.2404693060131295	0.5446948685939479	-2.0366841928142843	0.5351733177123816
CRLF3	DOCK8	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6562528610229492	1	G	-1.712039690731212	3.8985787122278737	-1.920420847139191	4.258594120162167
CRLF3	TEFM	0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	565.0	756.0	0.0	1	S	-1.712039690731212	3.8985787122278737	-1.4979465176556936	3.922275392808624
CUL4A	DCAF16	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	585.0	900.0	0.0	958.0	0.0	2	M	-0.5912868119980059	4.546338597266031	-1.0073755799431257	3.7882645458926207
CUL4A	DCAF8	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	741.0	900.0	211.0	980.0	0.0	2	M	-0.5912868119980059	4.546338597266031	-0.9695246786486147	4.17803368472093
CUL4A	PCID2	0	0.0	0.0	0.0	0.0	0.0	255.0	0.0	0.0	607.0	702.0	0.0	1	S	-0.5912868119980059	4.546338597266031	-0.46242967425556936	4.891053020514642
DBF4	GMPS	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7528951168060303	1	G	-0.9767021364996116	2.884818827530755	-1.203595531760191	3.052048499056215
DBF4	GNL2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.753983736038208	1	G	-0.9767021364996116	2.884818827530755	-0.525091370882296	2.7117124624201794
DBF4	KIF20B	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6850236654281616	1	G	-0.9767021364996116	2.884818827530755	-0.7293975800483754	3.112819752325577
DBF4	MCM8	0	0.0	0.0	0.0	0.0	0.0	182.0	0.0	600.0	231.0	846.0	0.0	1	S	-0.9767021364996116	2.884818827530755	-1.4751132798046864	2.8958125749816115
DBF4	NCAPG	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9985758662223816	1	G	-0.9767021364996116	2.884818827530755	-1.1620686511391662	3.3754573298711987
DBF4	PAICS	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9392538070678712	1	G	-0.9767021364996116	2.884818827530755	-1.0296507815713996	2.991700267103974
DBF4	RAD54L	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8013695478439331	1	G	-0.9767021364996116	2.884818827530755	-1.2234014324466171	2.8376652160695515
DBF4	SMC4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9985758662223816	1	G	-0.9767021364996116	2.884818827530755	-1.3830635545230656	2.709362975899427
DCAF16	DCAF8	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	900.0	0.0	900.0	0.0	1	S	-1.0073755799431257	3.7882645458926207	-0.9695246786486147	4.17803368472093
DCAF16	FAM184B	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	714.0	830.0	0.0	1	S	-1.0073755799431257	3.7882645458926207	-0.641332623585102	3.9858620355549563
DCAF16	LCORL	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	687.0	810.0	0.0	1	S	-1.0073755799431257	3.7882645458926207	-0.8464175392746915	3.658875472381414
DCAF16	NCAPG	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	663.0	797.0	0.0	1	S	-1.0073755799431257	3.7882645458926207	-1.1620686511391662	3.3754573298711987
DDX47	GNL2	0	0.0	0.0	0.0	0.0	0.0	99.0	0.0	0.0	0.0	846.0	0.0	1	S	-0.22854585167544927	2.806797646657631	-0.525091370882296	2.7117124624201794
DDX47	MRTO4	0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	67.0	885.0	0.0	1	S	-0.22854585167544927	2.806797646657631	-0.5378206505942988	3.040682483270266
DLGAP2	ERICH1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	459.0	781.0	0.0	1	S	-2.405185350939723	0.27850236888662283	-2.067042454289422	-0.02671758199170471
DLGAP2	KHDRBS2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6817367076873779	1	G	-2.405185350939723	0.27850236888662283	-1.9836846670826593	0.1732983221527824
DLGAP2	NRXN2	0	0.0	0.0	0.0	0.0	0.0	248.0	0.0	600.0	370.0	806.0	0.0	1	S	-2.405185350939723	0.27850236888662283	-2.191051765236101	-0.09580757425026087
DLGAP2	RBFOX1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.900588870048523	1	G	-2.405185350939723	0.27850236888662283	-2.461781962604284	0.7280762403364072
DLGAP2	RIMS2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6116828322410583	1	G	-2.405185350939723	0.27850236888662283	-2.633789294868511	0.4746443988916822
DLGAP2	SNTG1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8020402789115906	1	G	-2.405185350939723	0.27850236888662283	-2.3441746115789606	0.4185755629129666
DLGAP2	SSTR2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6474741101264954	1	G	-2.405185350939723	0.27850236888662283	-2.7245386347058527	0.5477478202113215
DLGAP2	TDRP	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	413.0	728.0	0.0	1	S	-2.405185350939723	0.27850236888662283	-2.342183024487174	-0.09433515140214954
DMXL1	ERBIN	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9439663887023926	1	G	-2.0681746925451225	2.179739775392481	-2.055524705992063	1.993993712757136
DMXL1	KAT2B	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6352611780166626	1	G	-2.0681746925451225	2.179739775392481	-1.6978213656805392	1.7537200677336071
DMXL1	KTN1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6861960291862488	1	G	-2.0681746925451225	2.179739775392481	-2.202187521430403	2.0232737390876405
DMXL1	SOCS5	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7166495323181152	1	G	-2.0681746925451225	2.179739775392481	-2.2267532130128784	2.51468355417283
DMXL1	TRMT1L	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7608143091201782	1	G	-2.0681746925451225	2.179739775392481	-2.274899974325417	2.273870772465756
EIF2AK3	HLA-E	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-3.2618602985151064	1.5720208177435646	-3.708512484381851	1.6058177843594157
EIF2AK3	LRRK2	biochemical reaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-3.2618602985151064	1.5720208177435646	-2.763416599785613	1.50206318812495
EIF2AK3	MAPKAPK5	biochemical reaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-3.2618602985151064	1.5720208177435646	-3.194439581409516	1.3571747282673745
EIF2AK3	MAST2	biochemical reaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-3.2618602985151064	1.5720208177435646	-3.0625080035150187	1.521423370645897
EIF5A2	RPL22L1	0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	286.0	847.0	0.0	1	S	0.14176764169751	3.5310077425650506	-0.2285123613000417	3.3553252281949346
EPHA10	GNL2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.0	704.0	0.0	1	S	-0.08998398077546144	2.497284054278845	-0.525091370882296	2.7117124624201794
EPHA10	MUSK	biochemical reaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-0.08998398077546144	2.497284054278845	0.273626363119972	2.291236640167346
EPHA10	ZAP70	biochemical reaction	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	C	-0.08998398077546144	2.497284054278845	0.33637617002656617	2.5527240477136015
ERBIN	IQGAP1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9149332642555236	1	G	-2.055524705992063	1.993993712757136	-2.5033744332902117	1.8726900723259792
ERBIN	KTN1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8200982213020325	1	G	-2.055524705992063	1.993993712757136	-2.202187521430403	2.0232737390876405
ERBIN	LSM14A	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6758547425270081	1	G	-2.055524705992063	1.993993712757136	-1.866850279334756	2.2037273032686446
ERBIN	NIPBL	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8467419743537903	1	G	-2.055524705992063	1.993993712757136	-1.6486032913840734	2.3299348723212066
ERBIN	PICALM	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7600138187408447	1	G	-2.055524705992063	1.993993712757136	-2.249999263264999	1.6223047293371144
ERBIN	TRMT1L	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6939754486083984	1	G	-2.055524705992063	1.993993712757136	-2.274899974325417	2.273870772465756
ERICH1	TDRP	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	654.0	815.0	0.0	1	S	-2.067042454289422	-0.02671758199170471	-2.342183024487174	-0.09433515140214954
EXOC4	EXOC6	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	870.0	900.0	983.0	999.0	0.0	2	M	-2.6766146070914703	1.9976744514753058	-1.4383049673899941	0.8127318593342103
EXOC4	IQCB1	protein interaction	1.0	0.0	0.0	0.0	0.0	0.0	413.0	0.0	415.0	799.0	0.0	2	M	-2.6766146070914703	1.9976744514753058	-3.751935879063666	2.666000597811464
EXOC4	IQGAP1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	847.0	877.0	0.0	1	S	-2.6766146070914703	1.9976744514753058	-2.5033744332902117	1.8726900723259792
